,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,GC - Most Engaging,GC - Up-and-Coming,GC - Popular,GC - People Love,Current Date,Age of Game,Visitors Per Day,Likes Per Day,Dislikes Per Day,Ratings Per Day,Favorites Per Day,Title length,Desc length
325,rainbow fun obby!,Adventure,3287,37,4404589,2113,503,"Hello and welcome to Rainbow Fun Obby! You must find a way to escape Rainbow Fun Obby! You find a obstacle course that can help you escape! You must CLIMB to the top of Rainbow Fun Obby, Parkour!

Rainbow Fun Obby!
--
Don't forget to Like and Favorite",4/14/2021,5/24/2021,0,1,0,0,2021-05-27,43,102432.30232558139,49.13953488372093,11.69767441860465,60.837209302325576,76.44186046511628,17,251
326,two player obby 2,Adventure,111816,12,25255382,11752,7210,"Welcome to Two Player Obby 2!

.If you liked the game, would you help me by giving it like and favorites! 😋

25/5/21
.Checkpoints Fixed!

17/04/21
New update!!! 😁
🗺 New map! 🍪
🥇 New badge! 🎖

28/03/21
New update!!! 😉
- New 7 funny new levels!",3/8/2021,5/25/2021,0,0,0,0,2021-05-27,80,315692.275,146.9,90.125,237.025,1397.7,17,242
327,super cool parkour obby!,All Genres,7660,10,7023662,6972,1536,"Welcome to Super Cool Parkour Obby!

Escape Super Cool Parkour to the winners area!

Leave a like if you enjoyed!",2/11/2021,5/25/2021,0,1,0,0,2021-05-27,105,66892.01904761905,66.4,14.628571428571428,81.02857142857144,72.95238095238095,24,113
328,baldi basics parkour obby,Adventure,69398,20,62587662,28816,7703,"Hello and welcome to Baldis Basics Parkour Obby! You must find a way to escape Baldi! You find a obstacle course that can help you escape! You must CLIMB to the top of Baldi, Parkour!

Baldis Basics Parkour!
--
Don't forget to Like and Favorite",11/7/2020,5/24/2021,0,0,0,0,2021-05-27,201,311381.4029850746,143.36318407960198,38.32338308457712,181.6865671641791,345.2636815920398,25,244
329,mega easy obby   700 stages!,Adventure,1155677,12,760897458,203107,56242,"🌟 Welcome to the Mega Easy Obby! Earn gems every time you beat a stage and prestige, and you can buy fun cosmetic items such as pets that follow you around! Prestiging in this parkour obby only resets your stage, nothing else. This obby is the best parkour course around!

Mega Easy Obby has Easy Mode, which will make you invincible to all lava!

📝 [5/16]
- 25 new stages!
- 5 new badges!
- TRAILS COMING SOON

* PROGRESS AUTO SAVES *
⚠️ - SHUTDOWN = BUG FIXES / UPDATE
🚨 BIG UPDATES VERY OFTEN - Make sure to check back often!
👍 - Likes and favorites show us great support and we are so thankful!

Tags: Obby, Parkour, Obstacle Course, Parkour, Parkour Obby, Rainbow, Parkour",8/3/2019,5/22/2021,0,0,0,0,2021-05-27,663,1147658.3076923077,306.3453996983409,84.82956259426848,391.1749622926094,1743.1025641025642,28,677
330,cool parkour obby 550 stages!,Adventure,117131,10,78743926,29587,6363,"🌟 New Version Of Cool Parkour Obby! 💥

🌟 New Stages at 30000 likes

🌟You have finished the Obby without problems? Click Up to FOLLOW the game, You will receive a notification when i'll add new stages!

🌟 Can you conquer the 550 obstacles? 

🌟The progress you have made is automatically saved, so you can always continue where you left off 

Cool Parkour Obby 550 Stages!",6/12/2015,5/25/2021,0,0,0,0,2021-05-27,2176,36187.465992647056,13.596966911764707,2.924172794117647,16.521139705882355,53.82858455882353,29,370
331,escape super fat guy obby [story update!],Adventure,35162,21,22937705,19829,5413,"👍PLEASE LIKE US 👍 EPIC PET CODE @ 25,000 LIKES 👍

⭐ PLEASE GIVE A ⭐ TO MAKE THE DEVS SMILE AND GLOW IT MEANS A LOT ⭐

He's a very angry and scary fat man - but you can escape if you RUNNNNNNNNNNN!

Escape the Super Fat Guy! You have started in his room and you must try to escape this guy before you are eaten too!

DAILY Chest rewards for players who come back, you can get free pets and EPIC gears.",1/22/2021,5/24/2021,0,0,0,0,2021-05-27,125,183501.64,158.632,43.304,201.936,281.296,41,400
332,(update) escape mcdonalds obby!,Adventure,25327,10,20830440,8508,9814,"UPDATE; Newest features and perks, new playpark stages, new space stages.

Welcome to the newest version of Escape McDonalds Obby, there are 66 levels to beat. The McDonalds manager has gone crazy and you need to escape before it is too late. There are many stages to tackle include a fun McDonalds playpark, a Happy Meal and a McDonalds planet! This game will be getting lots of updates so keep playing to see more!

Tags: (Ignore) Obby Cartoony Fun Adventure Escape Motel Manager Sewer Get Eaten Evil Obby",6/16/2020,5/16/2021,0,0,0,0,2021-05-27,345,60378.086956521736,24.660869565217393,28.446376811594202,53.107246376811595,73.41159420289856,31,507
333,[ice parts!] obby creator,All Genres,377945,16,89230981,74568,23985,"Welcome to Obby Creator, where you can build whatever you'd like and share it with the rest of the platform. Create your obby using in-game building tools or load and play anyone else's using their unique ObbyId!

When using Team Create, don't agree to let anyone join you unless you trust them or they may delete your whole obby. 

Credits: https://devforum.roblox.com/t/obby-creator-credits/318701
Full Update Logs: https://devforum.roblox.com/t/-/372543
Basic tutorial video: https://youtu.be/VjqNOspTssw

Previous Updates:
🧊 Added new Slipperiness property - make slippy ice parts!
⛰️ 2 new Skyboxes for Advanced Tools users.
🐛 Lots of bug fixes!
+ Other small changes!

If the game shuts down it's because I've either updated the game or fixed an important bug! :D Game updates every two weeks.",3/2/2019,5/25/2021,1,0,0,0,2021-05-27,817,109217.84700122398,91.27050183598531,29.357405140758875,120.62790697674419,462.60097919216645,25,799
334,escape the carnival of terror obby!,Adventure,121949,10,63911397,17645,14827,"Looks like we have been locked in a Abandoned Carnival by an EVIL CLOWN! We must find a way to ESCAPE!

Travel though the Carnival and avoid the Traps and Obstacles that get in your way. Hop onto the Rides and RollerCoaster to get to next area. Escape a CRAZY Funhouse and watch out for the EVIL CLOWN! (WARNING MILD JUMPSCARES)

Over 25 challenging Obstacles to beat, CAN YOU ESCAPE THE CARNIVAL OF TERROR?

Please Leave a Like and Favourite if you enjoy my games. That would really help out a lot :) ",12/28/2020,5/12/2021,0,0,0,0,2021-05-27,150,426075.98,117.63333333333334,98.84666666666666,216.48000000000002,812.9933333333333,35,502
335,escape the dungeon obby! (read desc),Adventure,526385,10,405162468,78543,48250,"So you have been captured by the king for stealing his gold. You have been sentenced to 100 blox years in the dungeon....THIS IS NOT FAIR. Lets find a way to escape. Can you make it past the 20 fun obstacles and make it to freedom? 

if you enjoy my games please fave and leave a like :)",7/1/2018,4/23/2021,0,0,0,0,2021-05-27,1061,381868.49010367575,74.02733270499529,45.475966069745525,119.50329877474081,496.1215834118756,36,287
336,escape funny parkour obby!,Adventure,11262,10,11218901,11588,2785,"Welcome! Can you Escape Funny Parkour Obby?

Only 1% have escaped!

Leave a like if you enjoyed!",4/26/2021,5/25/2021,0,0,0,0,2021-05-27,31,361900.03225806454,373.80645161290323,89.83870967741936,463.64516129032256,363.2903225806452,26,96
337,dinosaur zoo tycoon,All Genres,130390,4,20571075,20692,2679,"🦕Dinosaur Zoo Tycoon🦕

Build your very own Dinosaur Zoo and give a home to the most marvelous creatures to ever walk the earth! 🦖⭐

Purchase a variety of different dinosaurs! 🦖 

Buy exciting and fun park rides! 🎡

Feed and take care of your very own dinosaurs!

Build your zoo to impress your visitors and grow your Zoo to be the best in all of the land!

Builder: TipToesTim
Scripter: Sir_Falstaff

🐞Report Bugs on the Group Wall🐞
https://www.roblox.com/groups/4063400/Vanity-Studio",2/18/2021,5/23/2021,0,0,0,0,2021-05-27,98,209908.92857142858,211.14285714285714,27.336734693877553,238.4795918367347,1330.5102040816328,19,484
338,restaurant tycoon 2 [new worker!],Building,1787159,8,405041116,439103,46588,"Latest Update (05 / 21)
-Added delivery drivers

Create your own restaurant and serve dishes from all over the world. Keep your customers happy by cooking delicious meals and providing the best service. Start your restaurant journey today!

Subscribe For Codes:
https://www.youtube.com/ultraw

Credits:
https://twitter.com/UltrawRbx
https://twitter.com/ZynkuruRBLX

More Information:
https://devforum.roblox.com/t/t/356970
",7/1/2019,5/21/2021,1,0,0,0,2021-05-27,696,581955.6264367816,630.8951149425287,66.9367816091954,697.8318965517242,2567.757183908046,33,423
339,  street races!   car dealership tycoon,All Genres,926341,12,387178257,226618,34853,"❓ In Car Dealership Tycoon you build and customize your own car dealership with cool cars and colors! Drive and role play around the map with your friends! Earn money by driving, racing cars and having cars equipped on platforms in your dealership! ❓

👍 Leave a thumbs up! New code at 250K likes! 200K likes code: ""ThumbsUp""! 👍

⭐ Gain 25% more money from dealership and driving with Roblox Premium! ⭐

🎉 NEW UPDATE RELEASED! 🎉
🏁 3 new races!
🚗 3 new cars!
🚘 3 cars revamped!
🔧 Fixes & improvements!

🎬 Check out the update trailer on YouTube! 🎬

🚗 Join Foxzie's Productions for a FREE car! 🚗
https://www.roblox.com/groups/3955051/Foxzies-Productions",3/27/2018,5/25/2021,0,0,0,0,2021-05-27,1157,334639.80726015556,195.86689714779604,30.123595505617978,225.990492653414,800.6404494382023,39,650
340,[spells] wizard tycoon - 2 player,Building,1575698,8,440852958,326253,44143,"NEW 2 player wizard tycoon! Work together to become the most powerful wizards! Unlocking staffs, potions and brooms along the way. Defeat foes or make friends, it's up to you.

You can stand still and your forcefield will not disappear. 

Updates: 
- Fixed starter wand damaging teammate
- Fixed snow staff
- Added new potions!
- Fixed shrink and grow potions
- Fixed prompt not displaying current walkspeed/health
- Fixed infinite money glitches - if you find any let me know!
- New: Fixed ice staff not working on mobile

Please let me know any bugs!",8/8/2015,12/23/2020,0,0,0,0,2021-05-27,2119,208047.64417177913,153.96554978763567,20.83199622463426,174.79754601226992,743.6045304388863,33,552
341,ufo tycoon  ,Sci-Fi,310140,5,82841108,83481,7640,"🛰️ Build your own space station, discovering new upgrades, new UFOs, and earning awesome loot!
🚀 Fly around in your own UFO to explore space, find new planets, and interact with other players in UFO Tycoon.

💾 Tycoon Saves Automatically 💾

🔔 Updates coming very soon! Favorite & turn on notifications to be the first to know! 🔔

🌌 Creators: Wegny and Br_cks
🌑 Contributors: vGenede
Using sounds by ZapSplat",12/24/2020,5/11/2021,0,0,0,0,2021-05-27,154,537929.2727272727,542.0844155844156,49.61038961038961,591.6948051948052,2013.8961038961038,12,406
342,speed tycoon,All Genres,8866,20,9381804,1725,1384,"⚡Get faster by tapping your screen. 
⚡Purchase pets and rebirth to increase the amount of speed you get for each tap. 
⚡When you have enough, unlock obbies that lead to new areas!

May you have fun with your friends!",9/11/2020,5/17/2021,0,0,0,0,2021-05-27,258,36363.58139534884,6.686046511627907,5.364341085271318,12.050387596899224,34.36434108527132,12,216
343,my dragon tycoon ,All Genres,284620,5,52203900,60053,3867,"🛠Shut Down = Update🛠

📢UPDATE NEWS📢
__________________
🎊This Update : 
- Dragon Kingdom
- Accessories Shop
-World Boss
- Adjust price balance

🔒Next Update : 
- New Island!
- New Dragon!

- ➕ Make various suggestions in Community!
__________________
📢 Codes 📢
💰 Event Code :  [Welcome] 💰
😈 Update Code :  [Dragon Village] 😈
😈 Update2 Code :  [MDT Update2] 😈
🎉 1M Visits Code : [My Dragon Tycoon] 🎉
🎉 10M Visits Code : [Thanks 10M Visits] 🎉

__________________

⚒ Build your own dragon house.
⚔ Get new weapons and be strong.
🐥 Fly around in dragon world, find new island.

💾 Tycoon Auto Save 💾

🔔 Favorite & Turn on notifications !
👍 Thumbs Up!
__________________
Version : [0.9.1]
Creators : XtraCilantro, XtraAvocado, XtraSalami
Manager : V_Pro4
Group : Dosmas Studios",1/25/2021,5/24/2021,0,0,0,0,2021-05-27,122,427900.81967213115,492.23770491803276,31.69672131147541,523.9344262295082,2332.9508196721313,17,770
344,  lumber tycoon 2,Adventure,3741188,6,788780115,1556736,220187,"Welcome to Lumberland!

Deforest your surroundings and build your dreams! Check the changelog to keep up with the most recent updates. You can find it in the game menu.

Join the community-run fan group! https://www.roblox.com/Groups/Group.aspx?gid=2658221

Thanks for playing!",7/30/2009,5/7/2021,0,0,0,0,2021-05-27,4319,182630.2651076638,360.4389905070618,50.98101412363973,411.42000463070156,866.216253762445,17,277
345,super hero tycoon,Fighting,40345,10,22727109,8575,2166,"👍 Hit The Like To Unlock Free Exclusive Gears! Make sure to Like The Game!
👍 ⭐ Support the game by giving us a LIKE and a FAVORITE!

Welcome To Super Hero Tycoon, Choose Your Character and Build Your Tycoon.

If you like the game, press the thumb up button!

Do not forget to like the game and add it to favorites, it means a lot if you do!

Join the The Tycoon Games to unlock exclusive cash and items in-game!
https://www.roblox.com/groups/6543268/The-Tycoon-Games",7/8/2020,3/29/2021,0,1,0,0,2021-05-27,323,70362.5665634675,26.54798761609907,6.705882352941177,33.253869969040245,124.90712074303406,17,466
346,super power tycoon,Fighting,127402,10,68564667,17091,4679,"hello! welcome to my super power tycoon. you can upgrade your tycoon , unlock powers and smash people!

Group: https://www.roblox.com/groups/6033955/Rainbow-Moon-Studios#!/about

Developer: TheAmazingCoderMan / @TheScripterMan

Avaiable Platforms: Mobile,Console,PC,Tablet",6/6/2020,12/13/2020,0,0,0,0,2021-05-27,355,193139.90704225353,48.14366197183099,13.180281690140845,61.32394366197183,358.87887323943664,18,272
347,airport tycoon!,All Genres,972018,4,232274859,295355,33647,"Build and upgrade your own airport, make money, fly cool airplanes, and explore islands!

🚨 Last Update: Revamp.. everything is brand new!
- Much bigger and revamped Airport
- All-new Boardwalk and Ferris Wheel
- Revamped Tokyo, Pirate Island, and Air Force Base!

Update log: https://devforum.roblox.com/t/757116

❓NEXT UPDATE: Follow the game to get notified!

👍 Please Like the game to show your support! We really appreciate it.

💾 Autosave: your tycoon will automatically save!

💨 Join our group for $20,000 in-game cash! (More perks soon!)
https://www.roblox.com/groups/4920885/Fat-Whale-Games#!/

",7/9/2019,5/25/2021,0,0,0,0,2021-05-27,688,337608.80668604653,429.2950581395349,48.905523255813954,478.2005813953488,1412.8168604651162,15,604
348,dream island  tycoon,Town and City,71546,4,9447113,51466,2441,"👍 LIKE OUR GAME 👍 and Use NEW code: HAPPY for in-game rewards! 🎁NEW EXCLUSIVE CODE AT 57,000 LIKES👍 
 
Build your Airport and expand your island! Fly in Epic airplanes and drive around with Nice cars! ✈️🚗🌴 (Airport, Resort, Port, Restaurant, Aircraft Maintenance, Travel Agency)

💾 Tycoon is saved automatically!

Please 👍Thumb Up and ⭐Favorite if you want updates like:
🛥️ Buy boats!
🏝️ Buy NEW islands!
❓ And much more!

💸Get 2,500 in-game currency if you join our group: 
https://www.roblox.com/groups/9828157/Venzel-Studios

Use code Rebirth",3/13/2021,5/24/2021,0,0,0,0,2021-05-27,75,125961.50666666667,686.2133333333334,32.54666666666667,718.76,953.9466666666667,20,545
349,clone tycoon 2,Sci-Fi,2992479,5,497396840,795203,77267,"In Clone Tycoon 2, you can clone yourself and create an army! Upgrade your futuristic base, grow your clones, and build a research lab to become king of the cloning universe. Unlock stronger weapons, planes, rockets and many more exciting items.

Latest Update: 
-Invisible Cape Fix
-Clone Spawning Fix
-Rainbow Magic Carpet Fix

Credits / Music: https://devforum.roblox.com/t/t/459787",5/12/2016,5/19/2021,0,1,0,0,2021-05-27,1841,270177.5339489408,431.94079304725693,41.97012493210212,473.91091797935906,1625.463878326996,14,385
350,tropical resort tycoon  ,Building,894362,8,210584883,264597,14341,"UPDATE OUT NOW:
🚗 2 new vehicles (both buyable with currency!)
🛠 Bug fixes and improvements
❓ Next update teaser!

The next update will be larger, more info soon! 😱

Build your Tropical Resort and complete your island! Drive epic vehicles, roleplay with friends, explore, and so much more! 🌴🌊🚘

💾 Tycoons autosave 💾 

🔔 Hit the FOLLOW button to get notified about updates! 🔔

Brought to you by the team at Ready, set, play!

filiptibell - Scripting & UI
pollopollop - Game Design & Modeling
michaelvanderfin - World Design & Modeling

🎮 Join our group for 10,000 in-game currency! 🎮
https://www.roblox.com/groups/7371243",8/10/2020,5/21/2021,0,0,0,0,2021-05-27,290,726154.7689655173,912.403448275862,49.45172413793104,961.8551724137931,3084.006896551724,24,620
351,noob army tycoon,Military,372045,4,50855452,151763,11004,Attack the other noobs in this epic tycoon.,4/4/2021,5/24/2021,0,1,1,1,2021-05-27,53,959536.8301886793,2863.4528301886794,207.62264150943398,3071.0754716981132,7019.7169811320755,16,43
352,anime tycoon,Fighting,67427,10,31682398,10544,4271,"👍 Hit The Like To Unlock Free Exclusive Gears! Make sure to Like The Game!
👍 ⭐ Support the game by giving us a LIKE and a FAVORITE!

Welcome To Anime Tycoon, Choose Your Character and Build Your Tycoon.

If you like the game, press the thumb up button!

Do not forget to like the game and add it to favorites, it means a lot if you do!

Join the The Tycoon Games to unlock exclusive cash and items in-game!
https://www.roblox.com/groups/6543268/The-Tycoon-Games",11/16/2020,3/29/2021,0,0,0,0,2021-05-27,192,165012.48958333334,54.916666666666664,22.244791666666668,77.16145833333333,351.1822916666667,12,461
353,mall tycoon,All Genres,562763,6,117211887,179160,13125,"Lagging? Make a FREE VIP server

Create your own personalized Mall, with over 35 stores to choose from. Hey, look at that… some people are starting to visit your mall!

🏨🚶‍♂‍🚶‍♀‍ 

Build the correct types of stores to keep your customers happy. These customers are not easy to please but if you manage to do so you will be rewarded with large TIPS! Wow, more customers are coming to your mall…

🏨🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 

Paint your walls and decorate your mall so it is unique. Unlock a variety of awesome set pieces at the end of every floor. Now your mall is getting really busy…

🏨🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍

Create all 12 floors then stand on the roof and look out into the distance. You are a champion; you have conquered the Roblox Mall. Everything the light touches is your kingdom (except all the other malls, the road, and generally anything not within the area of your Mall). ",9/25/2020,5/14/2021,1,0,0,0,2021-05-27,244,480376.5860655738,734.2622950819672,53.790983606557376,788.0532786885245,2306.405737704918,11,935
354,ninja tycoon (v3.7),All Genres,501086,8,129603045,123734,15990,"Like Demon Slayer? try my tycoon: https://www.roblox.com/games/6490016198/GRAND-OPENING-Slayer-Tycoon
Like One Piece? Try my tycoon: https://www.roblox.com/games/1501125290/One-Piece-Tycoon
------------------------------
E - Dash (Button on mobile) (Y button on console)
Double Space - Double Jump
Jump on Wall - Wall Climbing
*Activate Gamepass Modes in the Robux GUI, click the one you own
------------------------------
Join the discoard to read the update log.
------------------------------
Be aware that this game doesn't save tycoons and weapons. It was not designed to be that way.
------------------------------
This is a combat-based tycoon game inspired by the Naruto, Naruto Shippuden, and Boruto anime / manga.
-----------------------------------
DEVS:
Coldjason (Me) - Creator
AzuriteStorm - Map Builder
",2/28/2015,5/8/2021,1,0,0,1,2021-05-27,2280,56843.44078947369,54.26929824561404,7.0131578947368425,61.28245614035088,219.77456140350878,19,818
355,[grand opening] slayer tycoon,All Genres,71062,12,7554032,19367,5004,"Watch out for bugs, this game is still new so there is plenty of them
--------
[ ! ] This game only contains content from the anime, movie, and my own original creations. I haven't read the manga yet. [ ! ]
---------
Q - Roll (Button Y on Xbox)
E, R, T, Y, etc. - Katana/Art abilities (DPad on Xbox)
---------
Update logs are posted in the CJS discoard
---------
This game is not designed to save. Do not expect saving.
---------
Slayer Tycoon is a 2 player combat-based game inspired by the anime series Demon Slayer : Kimetsu no Yaiba
---------
DEVS:
Coldjason (Me) - Creator
AzuriteStorm - Map builder",3/8/2021,5/25/2021,1,1,0,0,2021-05-27,80,94425.4,242.0875,62.55,304.6375,888.275,29,604
356,princess tycoon,Adventure,235335,10,194851853,23490,11598,"Welcome to Princess Tycoon, choose your favourite character and build your tycoon. 

Have fun with special outfits and gear!

Join The Tycoon Squad for 2,500 starting cash:
https://www.roblox.com/groups/group.aspx?gid=4965451

Follow the game for updates :)",9/4/2019,1/6/2021,0,0,0,0,2021-05-27,631,308798.49920760695,37.22662440570523,18.380348652931854,55.60697305863708,372.9556259904913,15,257
357,horror factory tycoon,Adventure,5832,8,3676558,6037,1188,"Welcome to Horror Factory Tycoon! Choose your favourite horror character and build you mega base!

Join my group Alphablox Studios:
https://www.roblox.com/groups/8885113/Alphablox-Studios

If you enjoy the game leave a positive rating!",2/24/2021,5/25/2021,0,1,0,0,2021-05-27,92,39962.586956521736,65.6195652173913,12.91304347826087,78.53260869565217,63.391304347826086,21,235
358,theme park tycoon 2,Building,4209439,6,622428963,1141316,125806,"In Theme Park Tycoon 2 you get your own plot of land to build your own theme park on, together with your friends! Construct a range of rides the way you want and design your own roller coasters to truly make your park your own! Select from hundreds of scenery pieces to decorate your park further!",1/2/2012,5/4/2021,1,0,0,0,2021-05-27,3433,181307.5919021264,332.4544130498107,36.646082143897466,369.1004951937081,1226.1692397320128,19,297
359,[big sale] city life tycoon,Town and City,155199,6,23834217,51250,6983,"THANK YOU FOR 50K LIKES UPDATE COMING AS SOON AS POSSIBLE BUT HELP US REACH 55K LIKES FOR EVEN MORE CONTENT! 

BIG UPDATE COMING SOON

[Update 8(NPCS)]
. Added NPCs across the map, make sure to go to every building to buy them :)

Build and explore your very own city! Fly amazing planes and helicopters✈️, drive cool cars 🏎️ and best of all have fun with your friends😊

Roleplay with your friends and take them for a ride through your city ✨

Tycoons autosave💾, so do not worry feel free to re-join anytime!

Make sure to LIKE the game👍and FOLLOW us to get notified when we update our game!

We understand there are bugs relating to cars we will get those addressed as soon as possible!
",2/19/2021,5/24/2021,0,0,0,0,2021-05-27,97,245713.57731958764,528.3505154639175,71.98969072164948,600.340206185567,1599.9896907216496,27,688
360,super hero tycoon,Fighting,3445678,10,1554636767,521883,126324,"Welcome to the Super Hero Tycoon! Where you can become one of the superheroes and build up your base to unspeakable size!

Ever wanted to support the developer and keep up with the new updates and codes? Now you can! Follow me on twitter:
https://twitter.com/HiddoDev

Join the group Super Heroes™ for 2,500 starting cash:
https://www.roblox.com/groups/3020631/Super-Heroes#!/about

Don't forget to favorite and follow the game, it helps a lot!",12/11/2016,5/25/2021,0,1,0,0,2021-05-27,1628,954936.5890663391,320.56695331695335,77.5945945945946,398.1615479115479,2116.509828009828,17,444
361,tank simulator,Military,90438,20,6205617,28717,2295,"Welcome to Tank Simulator! Fight in many different historical tanks throughout time, and become the mightiest tank of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a 👍 Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at
https://twitter.com/UndoneBuilder
https://twitter.com/NPh_rd
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙",10/4/2019,5/24/2021,0,1,1,1,2021-05-27,601,10325.485856905158,47.78202995008319,3.8186356073211316,51.60066555740433,150.4792013311148,14,626
362,[ gold boost!] giant simulator,All Genres,439611,15,107907359,106810,19605,"🧬 Pet evolutions are now available! Merge 5 pets into a new Evolved pet that is 2x stronger!

[XBOX]
🎮 Giant Simulator is now on Xbox!

👍Like ⭐Favorite and 🔊Follow the game for more updates!

[Group - Join for in game bonus!]
https://www.roblox.com/groups/3497226/Mithril-Games

Welcome to Giant Simulator! The most competitive simulator on Roblox! Train to become the strongest, fastest, richest player around! Find epic loot and legendary pets as you level up and dominate the server 😈. Can you become a Giant legend?",3/22/2019,5/25/2021,1,0,0,0,2021-05-27,797,135391.9184441656,134.0150564617315,24.59849435382685,158.61355081555834,551.582183186951,30,519
363,war simulator,Military,600807,22,80236160,185464,22402,"New Metaverse Event!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Welcome to War Simulator! Fight in many different historical wars throughout time, and become the mightiest soldier of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a 👍 Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at 
https://twitter.com/UndoneBuilder
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙",5/20/2020,5/14/2021,0,1,0,0,2021-05-27,372,215688.60215053763,498.55913978494624,60.22043010752688,558.7795698924731,1615.0725806451612,13,656
364,fishing simulator,Adventure,926774,25,172090222,316245,35165,"The Metaverse Event has ended!

- Cyber City has been removed
- Port Jackson has been reverted
- Chit Chat, Pixel, Cyber Katana, and Faberge were all made limited and don't appear in skin crates.


👑 FREE VIP SERVERS!
📜 EVENT SCHEDULE AND CHANGELOG: https://devforum.roblox.com/t/613475

Fishing Simulator is a game in which you can catch fish, hunt sharks, explore islands, and customize your very own aquarium! 

Our team is currently working on the Remaster update. Find more info about it here: https://devforum.roblox.com/t/fishing-simulator-remaster/773769

🔔 Make sure to hit the FOLLOW button to get notified when new updates drop! Or follow us on our social media pages below.

Thanks for playing our game 👍🏽",2/17/2019,5/25/2021,0,0,0,0,2021-05-27,830,207337.6168674699,381.01807228915663,42.36746987951807,423.3855421686747,1116.5951807228917,17,717
365,bee swarm simulator,Adventure,4299600,6,1472767932,1210261,68710,"Grow your own swarm of bees, collect pollen, and make honey in Bee Swarm Simulator! Meet friendly bears, complete their quests and get rewards! As your hive grows larger and larger, you can explore further up the mountain. Use your bees to defeat dangerous bugs and monsters. Look for treasures hidden around the map. Discover new types of bees, all with their own traits and personalities!

Join Bee Swarm Simulator Club for free Honey, Treats and Codes!: https://www.roblox.com/My/Groups.aspx?gid=3982592",3/21/2018,4/21/2021,1,0,1,1,2021-05-27,1163,1266352.4780739467,1040.6371453138436,59.07996560619089,1099.7171109200344,3696.9905417024934,19,506
366, animal simulator,All Genres,697495,25,309416067,106529,25733,"Roleplay or Grind
The game is simple, im sorry if you dont like it
Controls:
Q - Attack
Shift - Run/Walk
R - Sit
T - Rest
You gain  [(200 * exp multiplier) + player_level] exp per hit
Ride - Click an animal to send ride request
Hyena, Fox, Komodo Dragon, Bunny and Baby Animals are not rideable

*SERVER SHUTDOWN = GAME UPDATE OR BUG FIX

Visit our social links below the game's 'about' page in order to report a player with proof or appeal for an unban!

Got a suggestion? post it in my group :)
https://www.roblox.com/groups/7625597/Akatsuki-Org#!/about",9/20/2020,5/24/2021,0,0,0,0,2021-05-27,249,1242634.8072289156,427.82730923694777,103.34538152610442,531.1726907630522,2801.1847389558234,17,555
