,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,new_text
288,[2x luck] saber simulator,Fighting,1424369,20,487343686,451863,71850,"Welcome to Saber Simulator!

HOW TO PLAY:
⚡ Train your character by swinging your sword and gathering strength. 
  Use strength to fight other players. 
  Sell your strength for coins and upgrade your character in the shop. 
  Try to get to the top of the leaderboards!

Latest Update: [Update 78]: v2.053
- New Sword (Fusionblade)
- 9 new pets and a new island
- Double Luck Event continues
- New Features Coming Soon!

Updates every Friday at 10 PM PST!

Join the group HD Games. for an in-game reward:
  20% Extra Coins
⚡ Chat Tag
  Name Tag 

Made by HD Games",9/7/2019,5/22/2021,"[2x luck] saber simulatorWelcome to Saber Simulator!

HOW TO PLAY:
⚡ Train your character by swinging your sword and gathering strength. 
  Use strength to fight other players. 
  Sell your strength for coins and upgrade your character in the shop. 
  Try to get to the top of the leaderboards!

Latest Update: [Update 78]: v2.053
- New Sword (Fusionblade)
- 9 new pets and a new island
- Double Luck Event continues
- New Features Coming Soon!

Updates every Friday at 10 PM PST!

Join the group HD Games. for an in-game reward:
  20% Extra Coins
⚡ Chat Tag
  Name Tag 

Made by HD Games"
289,n,Fighting,190831,15,63074905,80279,24431,"AKA n the jojo game
Core System inspired by JJBA, DB inspired mechanics added on top. (Prone to change.)

Some content may be changed depending on device.

A test for myself.
Game has been through 3 months of development as of 12/27/2020
XBOX/PC/Mobile supported.
May require a good device.
simple jojo fighting game

If your assets are being used and you want them to be removed, I will gladly remove them at your request.

Gamepasses:
https://www.roblox.com/games/5988634209/Gamepass-Holder",10/19/2020,5/28/2021,"nAKA n the jojo game
Core System inspired by JJBA, DB inspired mechanics added on top. (Prone to change.)

Some content may be changed depending on device.

A test for myself.
Game has been through 3 months of development as of 12/27/2020
XBOX/PC/Mobile supported.
May require a good device.
simple jojo fighting game

If your assets are being used and you want them to be removed, I will gladly remove them at your request.

Gamepasses:
https://www.roblox.com/games/5988634209/Gamepass-Holder"
290,kat!,Fighting,2491118,16,590022971,795825,109534,"NOVEMBER 2020 LATE HALLOWEEN UPDATE (10/11/2020)

+ New Gamemode, Murder! ★
+ 3 New Maps! (Hospital, The Office, Studio)
+ A Hidden Exclusive Halloween Knife..  
+ Many QoL Changes & Bugfixes.
+ New Taunts, Gear, Pets, and Knives!
+ Shotgun Revolver & Old Halloween Items are on-sale!
.. and more!

A big thank you to the awesome people that made this game possible: TrustMeImRussian, nettimato, Mii_BrawIer, GesaffeIstein, Rastamypasta, 2Hex, PastaFTW, Programmables and Locard!",1/21/2017,2/13/2021,"kat!NOVEMBER 2020 LATE HALLOWEEN UPDATE (10/11/2020)

+ New Gamemode, Murder! ★
+ 3 New Maps! (Hospital, The Office, Studio)
+ A Hidden Exclusive Halloween Knife..  
+ Many QoL Changes & Bugfixes.
+ New Taunts, Gear, Pets, and Knives!
+ Shotgun Revolver & Old Halloween Items are on-sale!
.. and more!

A big thank you to the awesome people that made this game possible: TrustMeImRussian, nettimato, Mii_BrawIer, GesaffeIstein, Rastamypasta, 2Hex, PastaFTW, Programmables and Locard!"
291,[new m231!] bad business 2.32,Fighting,1331220,30,220774102,426430,65518,"New gun: M231!

  Use code ""KACHING"" for free credits!  
  Remember to leave a like and favorite!  

Check out our social links to stay in the loop of all things Bad Business related!

**20% DISCOUNT FOR ALL COSMETIC PURCHASES (EVENT-INCLUDED) WHEN BOUGHT WITH AN ACCOUNT WITH ROBLOX PREMIUM **",5/29/2019,5/21/2021,"[new m231!] bad business 2.32New gun: M231!

  Use code ""KACHING"" for free credits!  
  Remember to leave a like and favorite!  

Check out our social links to stay in the loop of all things Bad Business related!

**20% DISCOUNT FOR ALL COSMETIC PURCHASES (EVENT-INCLUDED) WHEN BOUGHT WITH AN ACCOUNT WITH ROBLOX PREMIUM **"
292,[updated peace treaties] rise of nations,Military,200259,50,39293666,74848,11717,"Grand Strategy game focused on world domination

Biomes have been added. Take advantage of your new conditions. Events have also been added. Make careful choices that can change your country in this new major update!

Military leaders that can help turn the tide of a war, and more in this new update

Massive Technology Overhaul update, as well as numerous other changes.

You can now either unlock or purchase skins in the skins menu in game

Hold left shift to ignore units
Right click and drag to move
Mouse wheel or F/R to Zoom
Drag via left click to select multiple units

READ THE HELP
",11/14/2018,5/18/2021,"[updated peace treaties] rise of nationsGrand Strategy game focused on world domination

Biomes have been added. Take advantage of your new conditions. Events have also been added. Make careful choices that can change your country in this new major update!

Military leaders that can help turn the tide of a war, and more in this new update

Massive Technology Overhaul update, as well as numerous other changes.

You can now either unlock or purchase skins in the skins menu in game

Hold left shift to ignore units
Right click and drag to move
Mouse wheel or F/R to Zoom
Drag via left click to select multiple units

READ THE HELP
"
293,my hero mania,Fighting,385834,14,58178962,184697,10540,"✨New code at 190k likes!✨

The game is still in its early stages! Expect bugs and changes. More updates coming soon!

Powers:
Common: Ice, Invisibility, Shock Absorption, Super Regeneration, Super Strength
Rare: Engine, Zero Gravity, Air Cannon
Epic: Explosion, Dark Shadow, Phoenix, Permeation, Electrification
Legendary: OFA, Hell Flame, HHHC, Cremation, Fierce Wings

Controls:
M to open the menu
Q to dash
F to block
Shift to run
Click to punch",4/23/2020,5/25/2021,"my hero mania✨New code at 190k likes!✨

The game is still in its early stages! Expect bugs and changes. More updates coming soon!

Powers:
Common: Ice, Invisibility, Shock Absorption, Super Regeneration, Super Strength
Rare: Engine, Zero Gravity, Air Cannon
Epic: Explosion, Dark Shadow, Phoenix, Permeation, Electrification
Legendary: OFA, Hell Flame, HHHC, Cremation, Fierce Wings

Controls:
M to open the menu
Q to dash
F to block
Shift to run
Click to punch"
294,[demon slayer update!] anime mania,Fighting,264000,50,167668082,120743,10100,"This is Anime Mania. Upon joining the game, it is suggested that you spend some of the gems that you have rolling on a few characters. Then you should equip 3 of these characters in order to make your team. After making your team, you can play the game by starting a room and you can either invite your friends or play alone. Obtain more characters, win the arenas, and upgrade your characters! 

PC Controls:
Left Click: Basic Attack
Right Click: Heavy Attack
1,2,3,4- Character Skills
Jump + Left Click: Up Combo
Left Click In air: Air finish or simply use a move.

Inspired by Ani-Blox Legends, and All Star Tower Defense.

Owners: 123imnotm0mo and Yakrus
Developers: jacobman737, Lazarovip2,F33NY
Contributors: Swingset68, Arricku,Elikage,LightTheProtagonist, Rinanori",1/23/2021,5/21/2021,"[demon slayer update!] anime maniaThis is Anime Mania. Upon joining the game, it is suggested that you spend some of the gems that you have rolling on a few characters. Then you should equip 3 of these characters in order to make your team. After making your team, you can play the game by starting a room and you can either invite your friends or play alone. Obtain more characters, win the arenas, and upgrade your characters! 

PC Controls:
Left Click: Basic Attack
Right Click: Heavy Attack
1,2,3,4- Character Skills
Jump + Left Click: Up Combo
Left Click In air: Air finish or simply use a move.

Inspired by Ani-Blox Legends, and All Star Tower Defense.

Owners: 123imnotm0mo and Yakrus
Developers: jacobman737, Lazarovip2,F33NY
Contributors: Swingset68, Arricku,Elikage,LightTheProtagonist, Rinanori"
295,super hero tycoon,Fighting,3447027,10,1555836613,522246,126388,"Welcome to the Super Hero Tycoon! Where you can become one of the superheroes and build up your base to unspeakable size!

Ever wanted to support the developer and keep up with the new updates and codes? Now you can! Follow me on twitter:
https://twitter.com/HiddoDev

Join the group Super Heroes™ for 2,500 starting cash:
https://www.roblox.com/groups/3020631/Super-Heroes#!/about

Don't forget to favorite and follow the game, it helps a lot!",12/11/2016,5/25/2021,"super hero tycoonWelcome to the Super Hero Tycoon! Where you can become one of the superheroes and build up your base to unspeakable size!

Ever wanted to support the developer and keep up with the new updates and codes? Now you can! Follow me on twitter:
https://twitter.com/HiddoDev

Join the group Super Heroes™ for 2,500 starting cash:
https://www.roblox.com/groups/3020631/Super-Heroes#!/about

Don't forget to favorite and follow the game, it helps a lot!"
296,noob army tycoon,Military,399710,4,56467026,162098,11882,Attack the other noobs in this epic tycoon.,4/4/2021,5/27/2021,noob army tycoonAttack the other noobs in this epic tycoon.
297,rogue lineage,Fighting,206222,1,216632460,81077,15302,">> This game is incredibly difficult with little to no hand holding. Enter at your own risk. <<

Nominee for ""Sleeper Hit"" in the 7th Annual Bloxy Awards.

Rogue Lineage is a fantasy game with roguelike elements. The game revolves around a permadeath mechanic, where each of your characters will have but a few lives before they die forever. You'll pass down some pieces of yourself to your heir, who'll become your next character.

Players will progress by learning new abilities and trying to best their previous characters. Forge houses with your friends to take control of cities, or stick it out alone. Tackle injuries, diseases, and trauma as you struggle to survive in this testament to pain.

Developed by: Ragoozer, Arch_Mage, Grimmkind, Melon_Sensei, aptorian, Rookie_Ethnic, Sherosama
Contributions from: Nilvaat (Weapon Modelling), Blotnik (Clothing), x_o (Music)
Huge Inspiration from Noloafing

A game by Monad Studios.",3/29/2019,4/28/2021,"rogue lineage>> This game is incredibly difficult with little to no hand holding. Enter at your own risk. <<

Nominee for ""Sleeper Hit"" in the 7th Annual Bloxy Awards.

Rogue Lineage is a fantasy game with roguelike elements. The game revolves around a permadeath mechanic, where each of your characters will have but a few lives before they die forever. You'll pass down some pieces of yourself to your heir, who'll become your next character.

Players will progress by learning new abilities and trying to best their previous characters. Forge houses with your friends to take control of cities, or stick it out alone. Tackle injuries, diseases, and trauma as you struggle to survive in this testament to pain.

Developed by: Ragoozer, Arch_Mage, Grimmkind, Melon_Sensei, aptorian, Rookie_Ethnic, Sherosama
Contributions from: Nilvaat (Weapon Modelling), Blotnik (Clothing), x_o (Music)
Huge Inspiration from Noloafing

A game by Monad Studios."
298,glue piece,Fighting,84944,16,50428280,37464,6356,"V0.27

Glue Piece the legend story of idk begin
DF spawn every 5 - 10 minutes.

Level Caps : 5000

--[Control List]--
- E , R , T , F to use DF Skill
- Q to Dash
- B to use Armament Haki
- G to use Conqueror Haki
- V to use Observation Haki
- X to use Soru

Credit to Rwdrewz for amazing mesh :D
Credit to SxnfulParadox for spanish translation :D",4/6/2016,5/21/2021,"glue pieceV0.27

Glue Piece the legend story of idk begin
DF spawn every 5 - 10 minutes.

Level Caps : 5000

--[Control List]--
- E , R , T , F to use DF Skill
- Q to Dash
- B to use Armament Haki
- G to use Conqueror Haki
- V to use Observation Haki
- X to use Soru

Credit to Rwdrewz for amazing mesh :D
Credit to SxnfulParadox for spanish translation :D"
299,war simulator,Military,604113,22,80737615,186452,22531,"New Metaverse Event!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Welcome to War Simulator! Fight in many different historical wars throughout time, and become the mightiest soldier of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a   Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at 
https://twitter.com/UndoneBuilder
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙",5/20/2020,5/14/2021,"war simulatorNew Metaverse Event!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Welcome to War Simulator! Fight in many different historical wars throughout time, and become the mightiest soldier of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a   Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at 
https://twitter.com/UndoneBuilder
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙"
300,  weight lifting simulator,Fighting,24488,25,9446444,23875,1630,"  Use the code '20klifters' and LIKE the game for a free boost!
  NEW CODE releases once the game gets 30,000 LIKES!

  Unleash your strength and become the strongest lifter of all time! Train your body, lift weights, unlock new Worlds, fight other players, collect epic pets and brawl every few minutes to become the champion!

  Join our group to unlock exclusive rewards in-game!
https://www.roblox.com/groups/10692800/Group-Items

 ⚡LATEST UPDATE:
- NEW Aura System! Power up as you're lifting weights!
- Pet XP and leveling up now available in the game!
- NEW Rebirth system and Rewards
- STOMP IS BACK!
- DESERT GYM: 75 REBIRTHS & 100 STRENGTH!
- NEW SPEED CITY with HUGE SPEED GAIN! (X2)

  Support the game by giving us a LIKE and a FAVORITE! 
  Make sure to hit the FOLLOW button to get notified about new updates!",5/9/2021,5/27/2021,"  weight lifting simulator  Use the code '20klifters' and LIKE the game for a free boost!
  NEW CODE releases once the game gets 30,000 LIKES!

  Unleash your strength and become the strongest lifter of all time! Train your body, lift weights, unlock new Worlds, fight other players, collect epic pets and brawl every few minutes to become the champion!

  Join our group to unlock exclusive rewards in-game!
https://www.roblox.com/groups/10692800/Group-Items

 ⚡LATEST UPDATE:
- NEW Aura System! Power up as you're lifting weights!
- Pet XP and leveling up now available in the game!
- NEW Rebirth system and Rewards
- STOMP IS BACK!
- DESERT GYM: 75 REBIRTHS & 100 STRENGTH!
- NEW SPEED CITY with HUGE SPEED GAIN! (X2)

  Support the game by giving us a LIKE and a FAVORITE! 
  Make sure to hit the FOLLOW button to get notified about new updates!"
301,new pack! muscle legends,Fighting,1133649,20,490766733,318759,49405,"  Unleash your strength and become the strongest ROBLOXian of all time! Train your body, unlock new Gyms, fight other Players, collect epic Pets, gain new Moves, compete in Arenas and much more in Muscle Legends!

⚡ LATEST UPDATE:
- NEW 'Multiverse Muscle Pack' containing the strongest pets on Roblox! Find it in the new Packs menu!
- NEW 'Muscle King' arena! Enter the Portal on Legend Beach to become the Muscle King, or defeat the current King! Only the Muscle King can workout in the arena! The Muscle King gains auto Gems & Strength!
- NEW 'Galaxy Oracle Crystal' with 3 new Pets and 3 new Auras! Find it in the Muscle King's gym!
- 4 NEW codes have been hidden on different maps! Can you find them all?  

✨ Premium Benefits: x2 Strength from Training, +2 Daily Fortune Spins, x2 Chest Rewards, +1 Pet Slot

  Join Scriptbloxian Studios to unlock the group chest & +1 Daily Spins! https://www.roblox.com/groups/4705120/Scriptbloxian-Studios",8/9/2019,5/22/2021,"new pack! muscle legends  Unleash your strength and become the strongest ROBLOXian of all time! Train your body, unlock new Gyms, fight other Players, collect epic Pets, gain new Moves, compete in Arenas and much more in Muscle Legends!

⚡ LATEST UPDATE:
- NEW 'Multiverse Muscle Pack' containing the strongest pets on Roblox! Find it in the new Packs menu!
- NEW 'Muscle King' arena! Enter the Portal on Legend Beach to become the Muscle King, or defeat the current King! Only the Muscle King can workout in the arena! The Muscle King gains auto Gems & Strength!
- NEW 'Galaxy Oracle Crystal' with 3 new Pets and 3 new Auras! Find it in the Muscle King's gym!
- 4 NEW codes have been hidden on different maps! Can you find them all?  

✨ Premium Benefits: x2 Strength from Training, +2 Daily Fortune Spins, x2 Chest Rewards, +1 Pet Slot

  Join Scriptbloxian Studios to unlock the group chest & +1 Daily Spins! https://www.roblox.com/groups/4705120/Scriptbloxian-Studios"
302, skywars  ,Fighting,2258009,8,666352961,458703,137009,"Welcome to SKYWARS! Build your base, destroy others and conquer the SKY!

[MASSIVE UPDATE]
☃️ NEW Winter Theme! (includes Xmas Pack & Armor!)
❄️ NEW PHYSICS! (A lot less block glitches!)
+ MORE!
*VIP servers always have the latest update*

  Join the group ""16bitplay Games"" for FREE access to the group room!  ",6/5/2017,4/8/2021," skywars  Welcome to SKYWARS! Build your base, destroy others and conquer the SKY!

[MASSIVE UPDATE]
☃️ NEW Winter Theme! (includes Xmas Pack & Armor!)
❄️ NEW PHYSICS! (A lot less block glitches!)
+ MORE!
*VIP servers always have the latest update*

  Join the group ""16bitplay Games"" for FREE access to the group room!  "
303,mortem metallum [alpha],Fighting,364038,30,109916429,103748,34303,"Hit and slash, Run and Chase, fight in a bloody way. Nos militibus!

Blood on/off option only enables the blood clouds when exploding limbs and the sounds that they make. (There is no blood because that was one reason that Blood Flow got deleted.)

Check out social links.

Group: https://www.roblox.com/groups/9642124/Mortem-Metallum-OFFICIAL#!/about

Exploiting = ban.

If you own any of the old gamepasses you wont need to buy them again because they work on this game aswell.

Controls:
E-Dash
Q-Kick (only does dmg to ragdolled opponents)
Ctrl-Shoulder camera (Shiftlock. For this to work you need to have the shiftlock setting on. You will see it when you press Esc ingame.)",10/20/2019,5/14/2021,"mortem metallum [alpha]Hit and slash, Run and Chase, fight in a bloody way. Nos militibus!

Blood on/off option only enables the blood clouds when exploding limbs and the sounds that they make. (There is no blood because that was one reason that Blood Flow got deleted.)

Check out social links.

Group: https://www.roblox.com/groups/9642124/Mortem-Metallum-OFFICIAL#!/about

Exploiting = ban.

If you own any of the old gamepasses you wont need to buy them again because they work on this game aswell.

Controls:
E-Dash
Q-Kick (only does dmg to ragdolled opponents)
Ctrl-Shoulder camera (Shiftlock. For this to work you need to have the shiftlock setting on. You will see it when you press Esc ingame.)"
304,ninja legends,Fighting,3210919,20,1208836842,918009,81617,"  Double-tap your jump button to Double Jump! (PC = Spacebar, Mobile = Jump Button, Xbox = 'A' Button)

HOW TO PLAY:
⚡ Train your skills by using weapons and gaining Ninjitsu!
 ️ Use gained Ninjitsu to increase your health and damage!
  Sell your Ninjitsu for coins and upgrade your items in the shop!
 ‍  Unlock more Double Jumps and discover Islands high above!
  Buy epic Pets to help you gain stats faster!

  Join Scriptbloxian Studios to unlock the group rewards chest in-game! https://www.roblox.com/groups/4705120/Scriptbloxian-Studios",9/22/2019,4/28/2021,"ninja legends  Double-tap your jump button to Double Jump! (PC = Spacebar, Mobile = Jump Button, Xbox = 'A' Button)

HOW TO PLAY:
⚡ Train your skills by using weapons and gaining Ninjitsu!
 ️ Use gained Ninjitsu to increase your health and damage!
  Sell your Ninjitsu for coins and upgrade your items in the shop!
 ‍  Unlock more Double Jumps and discover Islands high above!
  Buy epic Pets to help you gain stats faster!

  Join Scriptbloxian Studios to unlock the group rewards chest in-game! https://www.roblox.com/groups/4705120/Scriptbloxian-Studios"
305,  zombie uprising  ,Fighting,580017,7,93211358,127446,12983,"  Give the game a thumbs up and favorite if you like it!  

Fixed:
-Invisible walls
-Guns upgraded on respawn
-Guns at level 55 not getting level 55 gun mods

 April Update:  
-New anti-hack code
-Many glitches, including god mode, fixed
-Fixed 'SpecOps Skin Pack' sometimes not having 38 weapon colors.
-Fixed machines, barricades etc. not being usable

 Next (May) Update:  
-New maps, enemies, weapons
-MAYBE crates & new bosses
-43 upgraded gun models

 Survive against hordes of zombies! It's up to you to save mankind!
Available on computer, mobile, tablet and Xbox One!  

  ROBLOX Premium Members get +10% Cash and Points and +1,500 starting points!  

⚔️ USSF members get free skins, +10% Cash and Points and +1,500 starting points! ⚔️
 Join today! https://www.roblox.com/groups/22025  

  Update Log and Future Updates:  
https://devforum.roblox.com/t/u/564488

The sole developer of this game is BRIANO10.",5/2/2020,5/11/2021,"  zombie uprising    Give the game a thumbs up and favorite if you like it!  

Fixed:
-Invisible walls
-Guns upgraded on respawn
-Guns at level 55 not getting level 55 gun mods

 April Update:  
-New anti-hack code
-Many glitches, including god mode, fixed
-Fixed 'SpecOps Skin Pack' sometimes not having 38 weapon colors.
-Fixed machines, barricades etc. not being usable

 Next (May) Update:  
-New maps, enemies, weapons
-MAYBE crates & new bosses
-43 upgraded gun models

 Survive against hordes of zombies! It's up to you to save mankind!
Available on computer, mobile, tablet and Xbox One!  

  ROBLOX Premium Members get +10% Cash and Points and +1,500 starting points!  

⚔️ USSF members get free skins, +10% Cash and Points and +1,500 starting points! ⚔️
 Join today! https://www.roblox.com/groups/22025  

  Update Log and Future Updates:  
https://devforum.roblox.com/t/u/564488

The sole developer of this game is BRIANO10."
306,super power tycoon,Fighting,127956,10,68898171,17196,4699,"hello! welcome to my super power tycoon. you can upgrade your tycoon , unlock powers and smash people!

Group: https://www.roblox.com/groups/6033955/Rainbow-Moon-Studios#!/about

Developer: TheAmazingCoderMan / @TheScripterMan

Avaiable Platforms: Mobile,Console,PC,Tablet",6/6/2020,12/13/2020,"super power tycoonhello! welcome to my super power tycoon. you can upgrade your tycoon , unlock powers and smash people!

Group: https://www.roblox.com/groups/6033955/Rainbow-Moon-Studios#!/about

Developer: TheAmazingCoderMan / @TheScripterMan

Avaiable Platforms: Mobile,Console,PC,Tablet"
307,boxing league ,Fighting,439633,5,120012417,103957,25303,"Boxing League is unfortunately not a boxing game, you can kick or hug your opponent and that's pretty illegal, but you have a decent lawyer so it's not so much of a problem.

Exploiting lead to a permanent ban, so don't do it kids !!!
Farming wins (cheating from receiving mass free wins) is also not allowed.

@KenamiRBX - UI/Programming/Animation
@VifuzRBX - Lead Map

Contributors : @_Nymfei - @fabuss254Dev - @FiniPhobia",8/26/2019,4/9/2021,"boxing league Boxing League is unfortunately not a boxing game, you can kick or hug your opponent and that's pretty illegal, but you have a decent lawyer so it's not so much of a problem.

Exploiting lead to a permanent ban, so don't do it kids !!!
Farming wins (cheating from receiving mass free wins) is also not allowed.

@KenamiRBX - UI/Programming/Animation
@VifuzRBX - Lead Map

Contributors : @_Nymfei - @fabuss254Dev - @FiniPhobia"
308,[2x] dragon ball rage,Fighting,1614694,15,615303755,354166,42703,"Fight your enemies, friends, and rivals in Dragon Ball Rage. Unlock epic skills. Will you be the strongest? 

Controls:
[Q]: Ki Blast (train ki)
[E]: Combat (train attack and agility)
[R]: Ki Self (train defense)
[B]: Long Transform
[N]: Short Transform
[V]: Aura Toggle
[X]: Hover your mouse over someone and press X to lock on
[SPACE]: Double tap space to fly
[SHIFT]: Hold Shift to run/speed fly

Current Max: 205 Million
Limit Breaker Max: 210 Million
Zenkai Boost Max: 40

Scripter: iDracius
Builders: CrutchBazooka, TheBeastSword, KingXerviux

We reserve the right to update and change gamepass benefits at anytime.",1/30/2012,4/21/2021,"[2x] dragon ball rageFight your enemies, friends, and rivals in Dragon Ball Rage. Unlock epic skills. Will you be the strongest? 

Controls:
[Q]: Ki Blast (train ki)
[E]: Combat (train attack and agility)
[R]: Ki Self (train defense)
[B]: Long Transform
[N]: Short Transform
[V]: Aura Toggle
[X]: Hover your mouse over someone and press X to lock on
[SPACE]: Double tap space to fly
[SHIFT]: Hold Shift to run/speed fly

Current Max: 205 Million
Limit Breaker Max: 210 Million
Zenkai Boost Max: 40

Scripter: iDracius
Builders: CrutchBazooka, TheBeastSword, KingXerviux

We reserve the right to update and change gamepass benefits at anytime."
309,[update] teen titans battlegrounds,Fighting,662293,15,307830798,134799,50074,"Update: The new giant character, Trigon, is out!",4/17/2019,5/27/2021,"[update] teen titans battlegroundsUpdate: The new giant character, Trigon, is out!"
310,critical strike v5.7.5,Fighting,355726,8,58575395,115845,29527,"WARNING: This game has a lot of flashing visual effects, seizure warning.

Critical Strike is a class fighting game, that's all.",3/31/2013,9/27/2020,"critical strike v5.7.5WARNING: This game has a lot of flashing visual effects, seizure warning.

Critical Strike is a class fighting game, that's all."
311,super hero tycoon,Fighting,41076,10,23191028,8762,2209,"  Hit The Like To Unlock Free Exclusive Gears! Make sure to Like The Game!
  ⭐ Support the game by giving us a LIKE and a FAVORITE!

Welcome To Super Hero Tycoon, Choose Your Character and Build Your Tycoon.

If you like the game, press the thumb up button!

Do not forget to like the game and add it to favorites, it means a lot if you do!

Join the The Tycoon Games to unlock exclusive cash and items in-game!
https://www.roblox.com/groups/6543268/The-Tycoon-Games",7/8/2020,3/29/2021,"super hero tycoon  Hit The Like To Unlock Free Exclusive Gears! Make sure to Like The Game!
  ⭐ Support the game by giving us a LIKE and a FAVORITE!

Welcome To Super Hero Tycoon, Choose Your Character and Build Your Tycoon.

If you like the game, press the thumb up button!

Do not forget to like the game and add it to favorites, it means a lot if you do!

Join the The Tycoon Games to unlock exclusive cash and items in-game!
https://www.roblox.com/groups/6543268/The-Tycoon-Games"
312,energy assault,FPS,338316,20,51893064,97572,17889,"17/04/2021
- Outfits and weapon skins shop! (Thanks to Blotnik for the clothing)
- New map: Sandstorm (By HrafnDrengr)

21/03/2021
- VR support (with a few new settings to accompany it)
- New map: Lost Cathedral (By ScreamingXXX and Rexoxoxoxoxox)
- See which platform your killer is playing on

12/03/2021
- New mode: Capture the Flag
- New attachment: Muzzle Brake

Battle it out with energy weapons on fun maps featuring different game modes, in this futuristic FPS. Complete daily missions, rank up, save up for cool new guns, and unlock skins and outfits.

This game supports VR.",1/1/2021,5/9/2021,"energy assault17/04/2021
- Outfits and weapon skins shop! (Thanks to Blotnik for the clothing)
- New map: Sandstorm (By HrafnDrengr)

21/03/2021
- VR support (with a few new settings to accompany it)
- New map: Lost Cathedral (By ScreamingXXX and Rexoxoxoxoxox)
- See which platform your killer is playing on

12/03/2021
- New mode: Capture the Flag
- New attachment: Muzzle Brake

Battle it out with energy weapons on fun maps featuring different game modes, in this futuristic FPS. Complete daily missions, rank up, save up for cool new guns, and unlock skins and outfits.

This game supports VR."
313,counter blox,FPS,2322355,14,812492936,675924,130980,"Take part in a 5v5 team based fire fight across a variety of maps spanning across the globe.

Earn in-match money by eliminating enemies and playing objectives, which you can use to buy new weapons, gear and grenades at the start of each round.

Press B to open buy menu at spawn, press N to open menu.

Enjoy FPS games? We've made four other FPS games you can play!
Check them out: https://www.roblox.com/My/Groups.aspx?gid=2613928

If you see [LIVE] in the title, we're streaming on the Twitch Channel below!
",9/27/2015,5/28/2021,"counter bloxTake part in a 5v5 team based fire fight across a variety of maps spanning across the globe.

Earn in-match money by eliminating enemies and playing objectives, which you can use to buy new weapons, gear and grenades at the start of each round.

Press B to open buy menu at spawn, press N to open menu.

Enjoy FPS games? We've made four other FPS games you can play!
Check them out: https://www.roblox.com/My/Groups.aspx?gid=2613928

If you see [LIVE] in the title, we're streaming on the Twitch Channel below!
"
